Species,Feret
P.echinata,21.658
P.echinata,21.788
P.echinata,21.925
P.echinata,21.99
P.echinata,21.99
P.echinata,21.99
P.echinata,22.125
P.echinata,22.125
P.echinata,22.196
P.echinata,22.273
P.echinata,22.279
P.echinata,22.501
P.echinata,22.602
P.echinata,22.627
P.echinata,22.803
P.echinata,22.828
P.echinata,22.909
P.echinata,22.977
P.echinata,22.977
P.echinata,23.156
P.echinata,23.156
P.echinata,23.394
P.echinata,23.394
P.echinata,23.563
P.echinata,24.065
P.echinata,24.095
P.echinata,24.324
P.echinata,24.626
P.echinata,24.626
P.echinata,24.741
P.echinata,24.839
P.echinata,24.879
P.echinata,24.902
P.echinata,24.902
P.echinata,24.97
P.echinata,25.106
P.echinata,25.174
P.echinata,25.287
P.echinata,25.354
P.echinata,25.622
P.echinata,25.644
P.echinata,25.689
P.echinata,25.799
P.echinata,25.953
P.echinata,26.155
P.echinata,26.237
P.echinata,26.479
P.echinata,26.667
P.echinata,26.752
P.echinata,27.257
P.echinata,27.341
P.echinata,27.672
P.echinata,27.815
P.echinata,27.907
P.echinata,27.917
P.echinata,27.999
P.echinata,27.999
P.echinata,27.999
P.echinata,28.161
P.echinata,28.241
P.echinata,28.342
P.echinata,28.671
P.echinata,28.721
P.echinata,28.721
P.echinata,28.721
P.echinata,28.82
P.echinata,29.016
P.echinata,29.114
P.echinata,29.134
P.echinata,29.348
P.echinata,29.372
P.echinata,29.425
P.echinata,30.189
P.echinata,30.339
P.echinata,30.358
P.echinata,30.661
P.echinata,30.827
P.echinata,30.827
P.echinata,31.062
P.echinata,31.098
P.echinata,31.304
P.echinata,31.372
P.echinata,31.485
P.echinata,31.516
P.echinata,31.588
P.echinata,31.714
P.echinata,31.723
P.echinata,31.964
P.echinata,32.018
P.echinata,32.018
P.echinata,32.358
P.echinata,32.389
P.echinata,32.511
P.echinata,32.721
P.echinata,32.86
P.echinata,32.864
P.echinata,33.135
P.echinata,33.221
P.echinata,33.477
P.echinata,33.731
P.echinata,33.752
P.echinata,33.899
P.echinata,34.016
P.echinata,34.15
P.echinata,34.15
P.echinata,34.875
P.echinata,34.94
P.echinata,35.16
P.echinata,35.345
P.echinata,35.522
P.echinata,36.094
P.echinata,36.63
P.echinata,36.966
P.echinata,37.027
P.echinata,37.333
P.echinata,37.957
P.echinata,38.237
P.echinata,38.459
P.echinata,38.666
P.echinata,38.827
P.echinata,38.827
P.echinata,39.065
P.echinata,39.163
P.echinata,39.25
P.echinata,39.639
P.echinata,39.682
P.echinata,39.982
P.echinata,40.16
P.echinata,40.547
P.echinata,41.347
P.echinata,41.913
P.echinata,41.928
P.echinata,42.035
P.echinata,42.228
P.echinata,42.305
P.echinata,42.349
P.echinata,42.587
P.echinata,42.7
P.echinata,43.223
P.echinata,43.223
P.echinata,43.254
P.echinata,43.44
P.echinata,43.44
P.echinata,43.44
P.echinata,43.785
P.echinata,43.98
P.echinata,44.545
P.echinata,44.585
P.echinata,44.9
P.echinata,45.124
P.echinata,45.436
P.echinata,45.789
P.echinata,45.789
P.echinata,46.507
P.echinata,46.834
P.echinata,46.836
P.echinata,47.006
P.echinata,47.762
P.echinata,48.525
P.echinata,48.608
P.echinata,48.857
P.echinata,50.034
P.echinata,50.574
P.echinata,51.477
P.echinata,51.488
P.echinata,54.067
P.echinata,55.674
P.echinata,55.682
P.echinata,59.705
P.exalata,7.063
P.exalata,7.224
P.exalata,7.434
P.exalata,7.485
P.exalata,7.485
P.exalata,7.536
P.exalata,7.536
P.exalata,7.536
P.exalata,7.836
P.exalata,7.836
P.exalata,7.836
P.exalata,7.836
P.exalata,8.077
P.exalata,8.077
P.exalata,8.077
P.exalata,8.077
P.exalata,8.265
P.exalata,8.311
P.exalata,8.311
P.exalata,8.311
P.exalata,8.311
P.exalata,8.311
P.exalata,8.311
P.exalata,8.628
P.exalata,8.628
P.exalata,8.628
P.exalata,8.628
P.exalata,8.761
P.exalata,8.761
P.exalata,8.761
P.exalata,8.934
P.exalata,8.934
P.exalata,9.02
P.exalata,9.02
P.exalata,9.146
P.exalata,9.146
P.exalata,9.146
P.exalata,9.146
P.exalata,9.313
P.exalata,9.476
P.exalata,9.476
P.exalata,9.476
P.exalata,9.476
P.exalata,9.476
P.exalata,9.476
P.exalata,9.476
P.exalata,9.476
P.exalata,9.677
P.exalata,9.795
P.exalata,9.795
P.exalata,9.795
P.exalata,9.795
P.exalata,9.795
P.exalata,9.795
P.exalata,9.795
P.exalata,9.989
P.exalata,9.989
P.exalata,9.989
P.exalata,9.989
P.exalata,9.989
P.exalata,9.989
